@relation SyntheticData-N_1200-D_8-Nmin_100-Zmin_0-CL_1_2-R_0
@attribute X0 real [-5.64, 4.48]
@attribute X1 real [-5.27, 4.95]
@attribute X2 real [-4.02, 5.15]
@attribute X3 real [-5.48, 5.98]
@attribute X4 real [-5.60, 6.07]
@attribute X5 real [-6.66, 6.61]
@attribute X6 real [-5.65, 5.50]
@attribute X7 real [-4.83, 5.74]
@attribute cluster_idx {0,1,2}
@attribute is_noise {0}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,cluster_idx,is_noise
@output Class
@data
2.26,0.11,1.38,-0.22,-1.06,-1.5,0.57,-0.34,1,0,0
-0.12,0.38,1.75,-2.34,0.54,-1.33,-1.3,-1.01,1,0,0
-3.07,-0.56,-0.8,-1.44,0.82,0.36,0.95,-0.03,1,0,0
-0.62,0.37,-0.2,0.92,-0.93,0.69,-0.88,1.77,1,0,0
0.16,0.04,0.72,-0.01,0.99,-1.72,0.91,-0.59,1,0,0
-0.47,-0.57,-1.71,-2.21,0.06,-1.74,-0.18,-1.3,1,0,0
-0.17,-0.3,-0.46,-0.75,-2.28,0.33,-0.88,1.39,1,0,0
0.1,1.29,0.29,1.35,-1.32,-0.46,-1.29,1.28,1,0,0
-0.53,0.37,0.1,-2.31,1.08,-0.99,-1.28,-1.88,1,0,0
-2.08,1.54,-0.42,3.8,-0.87,2.68,1.42,2.52,1,0,0
-0.2,-0.01,-0.4,3.69,-0.68,0.15,0.54,3.68,1,0,0
-1.43,1.42,-1.29,2.35,1.47,0.36,0.73,0.58,1,0,0
-0.34,-0.69,-0.72,-1.67,0.07,-1.78,0.66,-1.63,1,0,0
1.63,-2.04,0.01,-0.14,-0.79,-2.43,2.11,0.12,1,0,0
0.3,-0.7,-0.74,-1.08,1.11,-0.71,0.46,-1.52,1,0,0
-2.96,1.29,-2.31,-0.67,3.72,0.27,-0.07,-1.93,1,0,0
1.38,1.47,-0.98,2.54,-0.85,-1.27,-1.7,2.19,1,0,0
1.66,0.93,1.9,0.54,0.12,-2.13,-0.48,0.05,1,0,0
-0.19,0.46,0.48,1.16,1.5,0.29,-0.18,0.11,1,0,0
-1.33,-0.93,0.59,0.4,0.02,1.68,0.06,1.0,1,0,0
1.31,0.39,1.01,-1.53,-0.47,-2.49,-2.19,-0.62,1,0,0
0.9,1.4,-0.76,0.52,2.04,-0.65,-1.34,-1.12,1,0,0
0.94,0.16,2.75,-0.22,-0.21,-1.93,0.8,-0.29,1,0,0
1.18,1.43,0.49,0.74,-0.67,-3.55,-1.65,0.66,1,0,0
-0.32,-0.8,0.18,-2.74,-0.91,-0.1,0.82,-0.9,1,0,0
-1.73,1.55,0.43,0.02,0.46,1.34,1.25,-0.72,1,0,0
-0.79,0.65,-0.08,1.04,0.29,0.83,0.51,0.59,1,0,0
1.2,1.12,1.84,1.27,0.21,-1.26,-0.8,0.81,1,0,0
-0.23,-0.23,-1.13,0.28,-0.93,0.55,1.58,0.52,1,0,0
1.13,2.23,0.24,3.43,-1.85,-0.71,-1.01,2.86,1,0,0
-0.43,2.02,0.75,2.71,3.99,-1.66,0.68,-0.62,1,0,0
-2.84,-0.81,-2.25,-0.52,-2.86,2.67,1.38,2.48,1,0,0
-3.22,-2.26,-2.68,-1.61,-0.95,1.92,2.19,0.97,1,0,0
0.14,0.94,-0.44,1.94,-3.79,1.03,0.13,2.88,1,0,0
0.27,0.88,1.16,0.23,1.03,-2.0,0.13,-0.84,1,0,0
-1.83,1.37,0.24,0.94,1.06,1.27,0.23,0.12,1,0,0
1.44,0.79,1.52,-2.26,-0.19,-3.66,-1.36,-1.57,1,0,0
1.61,0.37,1.54,0.2,1.74,-3.49,0.63,-1.92,1,0,0
-0.82,0.28,0.33,-3.74,-0.79,-0.66,-1.17,-1.26,1,0,0
0.13,1.45,-0.54,-0.79,2.28,-2.6,0.72,-2.76,1,0,0
-0.77,0.25,0.34,0.14,0.49,-1.51,1.27,-0.22,1,0,0
-1.99,-0.57,-0.64,-0.04,-0.38,1.85,0.37,1.19,1,0,0
-0.31,0.4,1.06,0.47,1.92,-1.61,-0.36,-0.32,1,0,0
0.3,-0.31,0.78,-0.18,-1.7,0.23,0.33,0.86,1,0,0
-1.78,-0.52,-0.69,-0.63,4.47,-1.1,1.93,-2.78,1,0,0
-0.52,-1.58,-1.73,-1.42,-0.49,-0.75,1.51,-0.6,1,0,0
1.94,0.36,0.38,0.43,-1.17,-1.3,-0.44,0.4,1,0,0
0.61,0.43,0.94,-1.82,-0.63,-2.38,-0.34,-0.98,1,0,0
-0.26,-0.05,0.74,-2.64,1.31,-1.88,-1.9,-1.86,1,0,0
0.52,0.55,1.65,1.32,1.66,-1.22,1.1,0.27,1,0,0
-2.3,-1.11,-3.41,-1.38,2.36,-0.28,2.16,-1.71,1,0,0
-2.62,-0.95,-1.99,0.39,-1.09,2.93,1.65,1.85,1,0,0
-1.61,0.86,-1.28,0.61,0.82,0.44,0.91,0.19,1,0,0
-0.76,-0.37,0.01,1.74,-2.46,2.49,-0.81,3.79,1,0,0
-0.41,2.06,-0.35,-0.46,0.96,-0.08,-1.94,-0.22,1,0,0
0.13,-0.41,-0.74,-1.11,0.15,-0.01,0.08,-0.13,1,0,0
-0.45,0.55,0.63,2.42,0.26,1.01,1.41,1.32,1,0,0
-3.43,-0.22,-2.58,0.72,-0.8,3.79,1.08,2.49,1,0,0
2.06,-1.43,1.28,1.18,-2.97,-2.16,3.39,0.82,1,0,0
-1.52,0.55,-0.52,-1.57,2.24,0.2,-0.29,-2.04,1,0,0
-0.04,-0.14,1.89,-2.39,0.69,-1.03,-0.81,-1.45,1,0,0
0.74,1.44,0.37,-0.55,-0.52,-0.62,-1.92,-0.27,1,0,0
2.36,0.45,1.39,-0.05,0.37,-2.36,-1.46,0.07,1,0,0
-1.58,-1.54,-1.07,0.32,-0.04,0.74,2.56,1.32,1,0,0
-2.68,1.57,-0.4,1.15,1.19,1.76,-0.01,0.99,1,0,0
-0.11,0.63,0.06,-1.57,3.27,-1.45,-0.37,-3.2,1,0,0
-0.43,0.24,0.71,-2.01,-1.25,-0.61,-0.31,0.01,1,0,0
-0.89,2.64,0.61,0.99,0.94,-0.33,-0.84,0.17,1,0,0
1.34,2.03,-0.41,-0.77,-0.68,-2.49,-1.9,-0.4,1,0,0
-0.95,0.91,-1.07,0.45,0.6,0.68,-0.79,0.81,1,0,0
-1.86,0.71,0.7,0.08,-0.54,0.83,0.46,1.28,1,0,0
-1.63,-0.14,-1.29,0.46,3.22,0.69,0.77,-0.75,1,0,0
-0.32,1.44,1.38,1.79,1.38,0.24,-1.43,1.19,1,0,0
-2.96,1.15,-1.78,0.66,-0.84,1.83,-0.6,1.98,1,0,0
-3.09,-2.38,-1.42,0.65,-1.25,3.83,2.14,2.4,1,0,0
-2.51,0.95,0.97,1.32,0.03,2.05,-0.02,1.83,1,0,0
1.28,0.8,-0.11,0.22,-0.81,-1.44,-0.5,-0.02,1,0,0
1.41,2.15,-0.88,-0.21,1.0,-1.32,-2.22,-1.59,1,0,0
0.4,-0.14,-0.15,-0.16,1.88,-1.88,0.28,-0.96,1,0,0
0.41,-0.26,-0.48,1.71,-3.38,0.2,0.08,3.79,1,0,0
1.08,0.03,-1.1,-1.37,-0.56,-3.18,-0.25,-0.85,1,0,0
-0.77,-0.6,-0.23,-1.83,0.26,0.53,0.16,-1.2,1,0,0
-4.68,0.43,-1.38,2.22,1.45,4.38,1.17,2.36,1,0,0
-2.24,-1.27,-0.04,0.01,0.67,1.35,2.21,0.85,1,0,0
-2.2,-1.9,-1.59,0.3,-1.71,2.91,1.95,2.04,1,0,0
-0.9,0.37,0.35,0.89,0.95,1.19,1.86,0.18,1,0,0
0.22,-1.07,-0.65,0.47,-1.8,0.84,0.67,1.68,1,0,0
-1.98,-1.71,-0.38,-0.38,-1.09,1.99,1.41,1.77,1,0,0
-2.27,1.15,-1.43,1.03,0.83,-0.17,1.0,0.9,1,0,0
-0.37,1.48,1.82,-0.54,6.07,-3.24,-0.92,-4.11,1,0,0
-0.19,1.78,0.14,1.1,-0.92,0.52,-0.34,1.51,1,0,0
-0.07,0.01,0.55,-0.35,-1.69,-0.02,-0.23,1.47,1,0,0
-0.89,1.12,-1.03,-0.95,-0.75,2.34,-1.46,1.01,1,0,0
-1.17,1.05,-1.01,2.55,-2.5,3.0,0.24,3.89,1,0,0
-1.72,-2.33,-1.66,-2.28,-0.36,1.25,0.78,0.1,1,0,0
-1.41,0.85,0.89,1.61,0.2,-0.57,-0.41,1.64,1,0,0
-1.07,0.58,-0.38,0.67,0.23,1.26,-0.62,1.09,1,0,0
-0.87,0.99,0.56,0.36,1.89,-0.87,0.67,-0.63,1,0,0
1.96,0.94,-1.01,2.61,-2.88,-0.25,-0.02,2.34,1,0,0
1.58,-0.36,0.33,-0.9,-2.09,-1.54,0.45,0.08,1,0,0
-0.94,-0.26,0.32,1.82,-1.62,2.53,0.24,3.38,1,0,0
-0.53,-0.06,-1.25,-2.14,-0.02,-0.98,0.97,-1.78,1,0,0
-0.7,1.42,-1.06,0.47,1.86,-1.74,1.56,-1.87,1,0,0
-1.72,2.16,-0.3,2.18,2.41,-0.27,0.49,-0.21,1,0,0
1.18,0.28,1.24,1.0,0.25,-1.27,0.07,0.09,1,0,0
-0.51,0.92,-0.83,0.4,2.11,-0.91,-0.21,-0.49,1,0,0
0.06,0.04,-0.98,-2.8,-0.1,-2.39,0.07,-1.15,1,0,0
-1.13,1.58,1.32,1.45,-0.73,0.95,-0.06,2.23,1,0,0
2.14,1.63,1.09,1.69,0.82,-2.67,0.0,-0.71,1,0,0
0.07,1.49,2.8,-1.05,2.29,-3.24,-1.7,-1.73,1,0,0
-1.06,-0.9,-1.07,0.03,2.38,-0.42,0.62,-0.19,1,0,0
-0.28,0.45,-0.37,-1.7,-1.58,-0.24,0.31,-0.17,1,0,0
2.81,1.99,0.8,1.12,-1.94,-3.19,-0.94,-0.28,1,0,0
0.62,0.34,-0.94,0.0,0.09,-0.14,-0.48,-0.63,1,0,0
-2.57,-0.48,-2.29,-0.76,-0.42,1.75,-0.08,1.19,1,0,0
0.01,0.34,-0.85,2.38,0.65,1.01,1.14,0.96,1,0,0
-0.71,-0.48,-1.81,1.01,-0.87,0.65,0.66,1.53,1,0,0
-0.96,1.01,1.57,0.25,2.17,-0.84,-0.03,-0.61,1,0,0
-2.33,-1.96,-3.59,0.33,-1.24,3.61,2.33,1.34,1,0,0
-0.17,-0.56,-0.85,-0.88,0.1,-0.58,0.03,-0.33,1,0,0
-0.55,1.31,-1.01,-0.06,-1.82,1.74,-1.52,1.44,1,0,0
-0.99,-1.48,-2.73,-1.97,-2.19,0.92,0.34,1.25,1,0,0
-1.27,1.02,-1.31,1.42,-1.53,0.33,-0.3,2.18,1,0,0
0.33,1.98,0.28,1.67,0.93,-1.0,-2.12,1.06,1,0,0
-1.5,0.6,-0.26,0.18,0.76,1.3,-1.29,0.77,1,0,0
-1.82,0.46,-1.26,-1.1,0.26,0.09,0.38,-0.52,1,0,0
1.72,1.51,3.91,0.02,0.61,-3.05,-1.9,-0.03,1,0,0
1.65,0.6,0.09,-1.0,1.9,-3.64,-0.11,-2.64,1,0,0
-0.37,-0.39,-0.71,-0.11,-0.67,0.46,0.42,0.62,1,0,0
1.95,2.09,1.75,-0.14,0.78,-2.97,-2.22,-0.68,1,0,0
-3.23,-1.05,-2.96,0.59,-1.86,4.41,3.26,1.34,1,0,0
-1.1,1.22,-0.16,1.58,-0.67,3.42,0.55,1.85,1,0,0
-1.98,0.86,-0.47,-1.07,-0.56,1.08,-0.75,0.58,1,0,0
-1.13,0.04,-1.11,-0.89,1.21,0.8,-0.37,-1.1,1,0,0
-0.59,-1.05,-2.83,2.35,-4.41,3.12,1.52,4.34,1,0,0
-3.23,-0.39,-2.66,4.12,-0.71,5.23,2.68,4.32,1,0,0
0.48,1.56,-0.75,2.38,-1.77,0.89,1.05,1.69,1,0,0
0.48,1.25,0.96,0.94,-0.13,-0.02,0.0,1.07,1,0,0
1.42,-0.1,1.75,-0.23,0.05,-0.83,0.61,-0.4,1,0,0
-0.78,-2.25,-2.12,-3.11,-1.03,-0.8,2.05,-0.94,1,0,0
-1.24,-1.52,-0.62,-0.15,0.26,-0.33,2.98,0.48,1,0,0
-1.26,-0.58,-1.66,1.92,0.22,0.68,2.0,1.38,1,0,0
1.51,-0.13,1.46,-0.75,-1.06,-1.69,-1.27,0.91,1,0,0
-3.59,-2.12,-3.45,-2.53,1.77,0.46,2.01,-1.39,1,0,0
0.1,0.83,2.4,0.93,-0.51,-0.74,-0.38,1.06,1,0,0
-0.68,1.11,-0.53,3.02,-1.6,1.71,1.25,2.51,1,0,0
-2.5,0.27,-0.71,-0.49,0.56,0.95,-0.35,0.31,1,0,0
0.58,1.12,1.02,2.58,-2.34,2.16,0.99,2.56,1,0,0
4.42,1.4,5.15,-1.24,2.32,-6.66,-2.66,-2.65,1,0,0
0.89,0.63,-0.12,-0.5,-1.31,-0.63,-1.36,0.71,1,0,0
-0.75,1.22,0.55,-0.75,-0.94,-0.67,-0.22,0.23,1,0,0
-0.28,1.25,0.87,2.17,1.74,-0.29,-0.18,0.59,1,0,0
0.1,-0.26,-0.32,-0.58,-0.49,-0.87,0.17,-0.54,1,0,0
-2.18,-1.72,-1.25,-0.55,0.56,2.04,0.91,1.16,1,0,0
0.12,0.23,1.07,-1.34,0.35,-0.92,0.73,-1.31,1,0,0
-0.73,-0.18,-0.76,-1.79,2.81,-2.85,0.45,-2.59,1,0,0
-2.31,-1.43,-2.49,0.61,-1.68,2.09,1.65,1.87,1,0,0
-1.25,0.58,-1.74,-1.47,1.57,-2.57,0.23,-1.93,1,0,0
-1.62,0.49,-1.65,-1.34,2.12,-1.25,-0.71,-0.48,1,0,0
-1.26,0.73,-0.21,0.22,-0.04,1.33,-0.57,1.44,1,0,0
0.14,2.09,0.44,0.88,0.35,-1.44,-1.23,-0.14,1,0,0
-0.38,-0.11,0.52,-0.08,-5.08,0.91,0.05,3.44,1,0,0
-1.91,1.31,0.22,0.39,1.85,0.2,0.74,-1.21,1,0,0
1.35,1.36,1.29,3.11,-4.34,0.05,0.13,3.44,1,0,0
1.15,1.53,0.09,4.33,-2.62,0.51,-0.38,3.78,1,0,0
0.14,-0.64,1.52,1.53,3.18,-1.21,1.74,-0.28,1,0,0
-0.6,-0.81,1.52,-1.44,-1.34,-1.04,0.59,0.29,1,0,0
-2.53,-0.04,-1.21,1.52,0.72,2.42,-0.14,1.97,1,0,0
-0.08,-0.33,0.46,0.19,-1.02,0.46,0.03,1.31,1,0,0
0.72,0.03,0.98,0.86,0.16,-1.83,1.28,-0.11,1,0,0
-0.73,0.31,-1.33,1.06,-2.7,0.83,-1.44,3.35,1,0,0
1.16,0.99,0.05,-2.05,1.85,-4.7,-0.1,-3.19,1,0,0
-2.55,-0.98,0.15,0.9,-1.68,2.3,2.97,2.98,1,0,0
0.9,2.36,1.12,2.18,1.62,-2.04,-1.65,0.16,1,0,0
-0.2,0.21,0.12,-1.2,1.34,-0.65,-0.16,-1.65,1,0,0
0.7,0.34,0.16,0.27,1.62,-2.21,-0.56,-0.49,1,0,0
1.62,1.13,1.2,2.5,-3.48,-0.59,0.01,3.52,1,0,0
-1.64,-1.59,-1.91,-2.11,-1.16,1.18,1.58,0.37,1,0,0
0.84,1.93,-0.6,0.09,-1.58,-1.91,-2.02,0.91,1,0,0
0.36,1.22,-0.34,0.96,1.01,-1.76,-0.6,-0.24,1,0,0
0.03,0.62,-0.09,0.68,-0.02,0.37,0.98,-0.48,1,0,0
2.46,1.36,0.56,0.65,0.72,-2.58,-1.39,-0.53,1,0,0
0.09,0.55,-1.2,1.38,-2.49,1.03,0.85,2.14,1,0,0
-1.12,0.87,-0.76,0.71,-4.33,2.81,-1.15,3.15,1,0,0
1.43,3.12,0.84,3.37,-2.26,-1.28,-1.31,2.08,1,0,0
-1.18,0.94,0.06,2.8,0.79,3.0,-0.12,1.74,1,0,0
-1.39,-1.48,0.19,-1.18,-0.78,0.26,1.23,0.98,1,0,0
-0.52,0.98,0.58,0.56,-1.87,0.46,-1.2,2.56,1,0,0
-1.34,-0.22,-1.52,1.96,-0.26,2.56,1.94,1.53,1,0,0
0.55,-0.74,0.85,-1.75,-0.82,-2.91,1.62,-0.66,1,0,0
-0.27,1.02,0.79,-0.82,0.13,-1.23,-0.61,-0.31,1,0,0
-2.42,0.4,-0.05,1.31,-0.83,3.02,1.63,2.35,1,0,0
-2.1,-0.47,-1.96,0.43,0.7,1.0,0.73,0.22,1,0,0
-0.51,0.91,-1.29,3.02,-1.16,0.23,2.04,2.69,1,0,0
-0.35,0.25,0.41,1.74,-0.51,0.02,1.5,1.5,1,0,0
0.93,1.4,0.04,-2.7,-0.72,-1.4,-2.22,-0.65,1,0,0
-0.89,1.25,0.12,1.34,-1.1,1.12,0.85,1.74,1,0,0
-0.01,0.34,0.74,-0.68,1.71,-2.25,-1.74,-1.25,1,0,0
-0.57,-1.21,0.45,-3.32,1.13,-1.89,2.49,-2.9,1,0,0
-2.04,1.18,0.77,0.16,2.07,-0.03,-0.31,0.62,1,0,0
0.86,-1.72,-1.73,0.41,-1.77,-2.15,0.36,1.43,1,0,0
-0.62,0.3,-0.44,-1.81,0.33,-1.31,-0.55,-0.46,1,0,0
-0.69,0.93,-0.24,2.73,3.27,0.28,1.44,0.07,1,0,0
-1.71,0.31,-2.32,0.63,-0.53,1.52,2.46,0.42,1,0,0
-3.69,0.84,-1.27,1.94,1.14,1.87,2.27,1.12,1,0,0
-2.43,-0.89,-0.24,0.83,0.85,0.39,3.09,0.85,1,0,0
-0.15,0.19,-0.9,0.38,-0.54,0.13,-0.82,0.79,1,0,0
-0.34,0.3,0.14,-1.19,0.45,-0.8,-0.91,-0.47,1,0,0
0.15,2.2,-0.75,3.24,-5.28,4.35,-1.46,4.54,1,0,0
-0.01,0.8,-0.44,1.55,-1.92,-0.3,0.3,2.44,1,0,0
0.58,1.21,-0.08,2.66,-0.51,0.11,0.97,1.73,1,0,0
-0.98,0.61,0.5,1.02,0.71,1.61,-1.1,1.1,1,0,0
-0.1,0.58,-0.49,1.27,-0.4,0.7,1.83,-0.04,1,0,0
-5.02,-0.35,-0.75,0.63,0.58,3.86,0.59,2.63,1,0,0
-0.18,-1.43,0.39,-1.57,-0.28,-0.11,-0.64,0.75,1,0,0
1.63,0.75,2.27,0.11,-2.04,-1.92,-0.27,1.01,1,0,0
-1.4,-1.16,-2.19,0.09,-1.32,2.04,2.91,0.56,1,0,0
-1.83,0.06,-1.28,3.16,2.72,2.65,1.09,0.3,1,0,0
0.54,1.16,0.27,0.14,-1.01,-1.08,-2.7,1.43,1,0,0
0.27,1.17,0.63,0.73,-0.31,0.74,-1.49,0.99,1,0,0
-0.95,1.67,0.17,-2.94,-0.21,-0.7,-1.79,-1.25,1,0,0
-2.43,0.17,-2.51,1.61,-1.45,4.05,1.26,2.46,1,0,0
0.3,0.94,-0.17,-2.49,2.28,-4.27,-1.51,-3.25,1,0,0
-2.11,1.89,-2.04,1.34,1.11,1.4,-0.91,0.92,1,0,0
-0.45,0.9,-1.35,0.67,-0.44,1.16,-0.19,1.2,1,0,0
-1.34,0.7,-1.38,1.44,0.86,-0.22,0.61,0.86,1,0,0
-1.15,0.15,-2.28,0.4,-1.88,2.14,1.72,1.15,1,0,0
-0.2,0.93,-0.13,2.34,2.91,-0.6,1.74,-0.47,1,0,0
0.43,-0.46,1.04,0.19,-2.42,0.13,1.16,1.09,1,0,0
2.03,-0.49,1.17,-0.78,-3.39,-3.16,-0.12,1.0,1,0,0
0.67,1.6,-0.5,0.59,0.45,-2.35,-1.05,-0.31,1,0,0
-0.28,-0.06,0.22,1.91,-1.13,0.97,2.45,1.57,1,0,0
0.39,-0.39,-2.11,1.65,-0.96,0.55,-0.01,2.21,1,0,0
-0.42,-0.41,0.65,-0.52,0.57,-0.09,-0.09,0.7,1,0,0
1.68,1.13,0.59,0.77,0.32,-2.45,-0.58,-0.75,1,0,0
1.41,1.52,1.29,3.89,-0.15,-0.87,0.2,2.96,1,0,0
-1.02,1.62,0.19,0.03,0.11,-1.35,-0.6,0.43,1,0,0
-1.83,-0.87,-2.02,-0.54,-1.09,1.16,0.86,0.94,1,0,0
-1.39,0.71,0.17,-1.31,0.25,-0.3,-0.43,-0.44,1,0,0
0.43,0.62,-2.17,1.5,-2.37,2.23,-0.96,2.24,1,0,0
0.59,0.1,1.19,-1.44,0.23,-3.33,1.42,-1.73,1,0,0
-1.94,-0.01,-1.33,0.09,-0.07,1.75,1.55,0.55,1,0,0
-1.68,1.57,-0.8,-0.35,2.13,-1.02,-0.51,-0.27,1,0,0
-1.9,-1.45,-1.61,-3.26,-1.92,1.49,1.22,-0.59,1,0,0
0.97,0.5,-0.27,1.87,-1.58,-0.47,-0.89,2.58,1,0,0
1.37,0.42,2.13,-1.06,-0.24,-2.33,0.33,-1.41,1,0,0
-0.33,0.39,-1.56,1.32,-0.24,1.18,-0.86,1.8,1,0,0
-0.23,0.9,-0.66,0.27,-1.19,0.73,-1.64,1.54,1,0,0
0.87,-0.53,-0.51,-2.16,1.33,-3.09,-0.63,-2.29,1,0,0
0.44,1.0,0.01,0.44,-1.44,-1.4,0.67,0.66,1,0,0
2.29,0.95,2.27,-0.15,2.02,-3.68,-0.53,-1.78,1,0,0
-0.76,-1.73,-0.0,-0.5,0.45,0.41,2.41,-0.67,1,0,0
-0.77,0.29,0.21,-0.42,0.49,-2.28,-1.11,0.74,1,0,0
0.4,0.27,0.7,-1.61,0.32,-1.79,0.01,-1.61,1,0,0
1.21,0.12,0.48,1.1,-0.81,0.19,-2.41,2.29,1,0,0
0.1,1.16,-1.41,0.55,-1.12,-0.49,-0.83,1.54,1,0,0
0.39,-0.37,2.16,-1.22,0.63,-1.42,1.96,-2.01,1,0,0
-0.24,1.22,-0.88,0.68,-1.45,1.2,-1.07,1.79,1,0,0
-1.32,0.18,0.8,1.49,-2.21,2.2,0.64,3.04,1,0,0
-1.21,1.47,0.05,-0.75,0.32,-0.14,-1.91,0.29,1,0,0
1.09,3.09,0.65,2.63,-1.95,0.91,-3.07,3.01,1,0,0
1.55,0.36,1.33,-0.85,1.27,-3.5,-0.58,-0.94,1,0,0
0.59,1.4,-0.15,2.1,-2.47,1.7,-0.1,2.62,1,0,0
-2.26,-1.38,-3.79,0.45,-1.67,2.78,3.93,1.47,1,0,0
2.74,1.68,0.63,-0.4,-1.89,-2.24,-0.12,-0.57,1,0,0
0.26,-0.25,1.22,0.19,-1.46,-0.31,0.65,0.92,1,0,0
1.53,0.81,-1.37,1.16,-0.94,-1.46,-0.74,0.73,1,0,0
1.5,0.96,1.43,0.61,0.76,-2.8,-0.81,-0.49,1,0,0
-0.31,0.47,0.5,-0.47,1.1,-0.65,-0.13,-0.8,1,0,0
0.48,1.83,-0.71,1.98,0.36,-0.25,-0.38,0.38,1,0,0
-0.87,3.12,0.3,2.42,1.72,0.3,-0.31,0.17,1,0,0
1.4,0.79,1.77,2.57,-1.23,0.2,0.65,1.03,1,0,0
-1.42,0.59,-0.77,0.03,2.31,-0.28,-0.15,-0.79,1,0,0
-3.33,0.64,0.75,-0.22,4.09,2.07,0.73,-1.24,1,0,0
0.18,0.77,0.27,0.56,-0.01,-1.22,1.22,-0.46,1,0,0
-2.72,1.04,-2.72,1.36,0.39,1.86,0.55,1.09,1,0,0
-0.81,0.24,-0.29,0.14,0.16,1.77,-0.12,0.16,1,0,0
-1.03,-1.7,-0.29,-3.4,0.89,-0.83,-0.92,-1.36,1,0,0
-0.52,-1.19,-1.0,1.51,-0.82,1.55,1.65,1.06,1,0,0
2.98,-0.07,0.34,0.29,-3.08,-2.38,-2.74,1.11,1,0,0
0.72,-0.45,2.12,-0.49,3.35,-2.68,0.97,-2.14,1,0,0
-2.04,1.83,0.93,0.67,4.83,-0.49,-0.05,-1.53,1,0,0
0.08,-1.07,0.1,1.2,-1.06,0.01,1.33,1.44,1,0,0
-1.01,-1.79,0.03,-1.55,-0.35,0.83,1.24,0.87,1,0,0
1.1,1.23,2.35,0.75,1.47,-2.05,0.46,-0.79,1,0,0
0.03,0.38,-0.07,-0.93,-0.69,-0.94,-0.47,-0.25,1,0,0
-0.45,-0.1,0.72,-0.18,-0.8,1.06,0.77,0.88,1,0,0
-0.78,0.65,1.16,1.26,0.57,0.32,0.17,0.2,1,0,0
0.34,-1.04,0.07,-2.63,0.42,-2.66,-0.09,-0.75,1,0,0
0.16,0.33,-1.49,0.94,-2.61,0.01,0.88,1.75,1,0,0
0.29,0.58,1.13,-1.14,-1.1,-0.54,-0.84,-0.31,1,0,0
-1.74,-1.04,-1.26,-0.04,-1.45,1.37,2.87,0.66,1,0,0
0.38,2.13,1.58,-1.51,2.23,-3.12,-1.7,-1.99,1,0,0
-0.93,0.98,1.26,0.5,3.28,-0.64,-0.29,-0.56,1,0,0
0.94,0.96,1.69,3.13,-3.41,0.73,-0.36,4.14,1,0,0
-0.96,0.42,-1.73,1.95,-2.5,1.84,0.32,3.5,1,0,0
-0.67,-1.36,-1.56,-2.02,-1.65,0.82,-0.48,0.62,1,0,0
-0.45,-1.29,-1.56,3.35,-4.35,1.65,2.65,4.92,1,0,0
0.11,0.49,0.47,-1.2,-0.8,-0.04,-0.53,-0.6,1,0,0
0.48,-0.39,0.16,1.67,-0.74,-1.13,2.56,0.93,1,0,0
-1.11,-0.76,-0.27,1.13,-0.58,1.06,1.43,1.88,1,0,0
-0.3,0.17,0.33,1.8,-1.45,2.49,0.33,2.43,1,0,0
0.79,0.37,0.21,-0.11,-0.25,0.25,-1.63,0.27,1,0,0
-2.03,-1.27,-1.36,-1.47,-0.22,0.62,2.05,-0.63,1,0,0
0.5,0.69,-1.32,0.53,-0.35,-1.56,0.85,-0.49,1,0,0
1.3,-0.19,0.81,0.37,-2.6,-1.13,-0.96,1.83,1,0,0
1.27,0.44,1.25,2.53,-0.08,-1.28,2.14,0.59,1,0,0
3.76,0.53,2.35,2.45,-3.78,-1.46,-0.08,2.44,1,0,0
-1.07,0.07,-1.16,-0.45,-0.34,0.31,0.13,0.48,1,0,0
-1.27,1.25,0.65,2.4,-1.19,2.0,-0.94,2.94,1,0,0
1.23,1.93,1.09,1.51,1.23,-0.65,-0.47,-0.22,1,0,0
0.6,0.11,0.38,-1.72,-1.12,-1.97,-0.37,-0.29,1,0,0
0.77,1.18,0.4,-0.18,1.49,-2.24,-0.42,-0.89,1,0,0
-1.41,-0.51,-0.39,-0.44,1.05,-0.09,0.81,-0.11,1,0,0
-0.29,-1.92,-0.56,0.23,-5.08,1.53,2.76,3.53,1,0,0
0.3,-0.99,0.77,-1.29,0.46,-1.57,0.72,-0.41,1,0,0
-1.62,-0.61,-1.62,0.16,0.6,2.03,-0.28,1.56,1,0,0
-0.23,-1.84,1.47,0.08,0.21,0.35,3.35,-0.38,1,0,0
-2.73,-0.82,0.08,0.66,-3.4,3.49,1.34,4.02,1,0,0
-1.57,0.63,2.35,-0.63,-0.31,0.45,0.81,0.35,1,0,0
2.2,1.11,1.69,0.75,-0.93,-2.32,-1.27,0.75,1,0,0
1.33,2.1,-0.21,1.54,1.49,-2.77,-1.26,-0.03,1,0,0
-1.54,-0.3,0.61,-2.91,2.11,-1.27,0.38,-2.4,1,0,0
1.7,-0.79,1.53,-2.41,2.42,-3.54,0.62,-3.41,1,0,0
-2.12,0.02,-0.77,1.6,0.3,2.66,0.92,1.46,1,0,0
-1.39,0.1,-0.76,-0.99,-1.01,0.35,0.15,0.34,1,0,0
-2.54,0.88,-0.87,-0.45,0.71,0.58,-0.03,-0.13,1,0,0
0.91,0.71,1.5,-1.1,-0.09,-1.25,-1.09,-1.66,1,0,0
